id_maquina,timestamp,falha_72h,probabilidade_v1,predicao_v1,probabilidade_v2,predicao_v2
M01,2026-06-08 00:00:00,0,0.006915516666666667,0,0.0,0
M02,2026-06-08 00:00:00,0,0.4691451499999999,0,0.4793624625,0
M03,2026-06-08 00:00:00,0,0.2964334666666666,0,0.23792416250000006,0
M04,2026-06-08 00:00:00,0,0.040819499999999995,0,0.0030626,0
M05,2026-06-08 00:00:00,0,0.41023229999999994,0,0.06824073750000001,0
M06,2026-06-08 00:00:00,0,0.21967553333333337,0,0.08834266250000002,0
M07,2026-06-08 00:00:00,0,0.023103733333333334,0,0.0045781375,0
M08,2026-06-08 00:00:00,0,0.0,0,0.0005434750000000001,0
M09,2026-06-08 00:00:00,0,0.06961518333333332,0,0.0005493875,0
M10,2026-06-08 00:00:00,0,0.3497629833333333,0,0.06899667500000002,0
M11,2026-06-08 00:00:00,1,0.6625236000000001,1,0.8102665625000001,1
M12,2026-06-08 00:00:00,0,0.027253083333333334,0,0.005116425,0
M13,2026-06-08 00:00:00,0,0.3147397166666666,0,0.2570287,0
M14,2026-06-08 00:00:00,0,0.0207533,0,0.0010988750000000002,0
M15,2026-06-08 00:00:00,0,0.12295723333333335,0,0.0432444375,0
M16,2026-06-08 00:00:00,0,0.015455266666666667,0,0.0035714250000000005,0
M17,2026-06-08 00:00:00,1,0.22400846666666668,0,0.11610197499999997,0
M18,2026-06-08 00:00:00,0,0.8631679166666666,1,0.6756624874999998,1
M19,2026-06-08 00:00:00,0,0.22416346666666664,0,0.03140705,0
M20,2026-06-08 00:00:00,0,0.08294531666666666,0,0.0127387625,0
M21,2026-06-08 00:00:00,1,0.6516801499999999,1,0.21925750000000002,0
M22,2026-06-08 00:00:00,0,0.16934438333333332,0,0.019062075000000005,0
M23,2026-06-08 00:00:00,0,0.7979105166666668,1,0.691056575,1
M24,2026-06-08 00:00:00,0,0.00043158333333333335,0,0.0008561625,0
M25,2026-06-08 00:00:00,0,0.7985050166666671,1,0.5491367374999998,1
M01,2026-06-08 01:00:00,0,0.023186233333333337,0,0.0020833375,0
M02,2026-06-08 01:00:00,0,0.42839525000000006,0,0.4480821375,0
M03,2026-06-08 01:00:00,0,0.7925857000000001,1,0.4477644499999999,0
M04,2026-06-08 01:00:00,0,0.021470200000000002,0,0.0038481624999999998,0
M05,2026-06-08 01:00:00,0,0.39802279999999995,0,0.05808468750000001,0
M06,2026-06-08 01:00:00,0,0.19623253333333338,0,0.11715793750000003,0
M07,2026-06-08 01:00:00,0,0.020800716666666667,0,0.0011200375000000001,0
M08,2026-06-08 01:00:00,0,0.0,0,0.0,0
M09,2026-06-08 01:00:00,0,0.16460625,0,0.06154255000000001,0
M10,2026-06-08 01:00:00,0,0.6119858499999999,1,0.22391513750000006,0
M11,2026-06-08 01:00:00,1,0.6556827166666668,1,0.5833681250000001,1
M12,2026-06-08 01:00:00,0,0.020219466666666668,0,0.0043037375,0
M13,2026-06-08 01:00:00,0,0.3971370166666667,0,0.3315383125,0
M14,2026-06-08 01:00:00,0,0.030172416666666663,0,0.0014655875000000001,0
M15,2026-06-08 01:00:00,0,0.06994041666666666,0,0.023967012500000003,0
M16,2026-06-08 01:00:00,0,0.014162416666666669,0,0.00321245,0
M17,2026-06-08 01:00:00,1,0.14995533333333333,0,0.09725644999999998,0
M18,2026-06-08 01:00:00,0,0.8587768333333332,1,0.7314294374999999,1
M19,2026-06-08 01:00:00,0,0.20388196666666664,0,0.010365625,0
M20,2026-06-08 01:00:00,0,0.09327971666666664,0,0.03409933750000001,0
M21,2026-06-08 01:00:00,1,0.8624988499999997,1,0.45324051249999986,0
M22,2026-06-08 01:00:00,0,0.08278046666666666,0,0.006695324999999999,0
M23,2026-06-08 01:00:00,0,0.7920207833333337,1,0.5391288875000002,1
M24,2026-06-08 01:00:00,0,0.005193133333333333,0,0.0004914625,0
M25,2026-06-08 01:00:00,0,0.7994636666666669,1,0.5234123999999999,1
M01,2026-06-08 02:00:00,0,0.023910716666666665,0,0.005662800000000001,0
M02,2026-06-08 02:00:00,0,0.3884382666666667,0,0.3766752375,0
M03,2026-06-08 02:00:00,0,0.8007091499999999,1,0.46243919999999983,0
M04,2026-06-08 02:00:00,0,0.0322566,0,0.009382962500000003,0
M05,2026-06-08 02:00:00,0,0.6363171833333331,1,0.0991758875,0
M06,2026-06-08 02:00:00,0,0.19088780000000002,0,0.062180400000000004,0
M07,2026-06-08 02:00:00,0,0.015745300000000004,0,0.0007268250000000001,0
M08,2026-06-08 02:00:00,0,0.0,0,0.0,0
M09,2026-06-08 02:00:00,0,0.07256193333333334,0,0.0058649125,0
M10,2026-06-08 02:00:00,0,0.5087660666666668,1,0.12392478750000005,0
M11,2026-06-08 02:00:00,1,0.6681958833333334,1,0.8596399375000001,1
M12,2026-06-08 02:00:00,0,0.0351112,0,0.0096072625,0
M13,2026-06-08 02:00:00,0,0.32606779999999996,0,0.18438834999999995,0
M14,2026-06-08 02:00:00,0,0.025316266666666667,0,0.0013487625,0
M15,2026-06-08 02:00:00,0,0.08261054999999999,0,0.0210467,0
M16,2026-06-08 02:00:00,0,0.050971,0,0.0075884,0
M17,2026-06-08 02:00:00,1,0.32568778333333326,0,0.23810366249999992,0
M18,2026-06-08 02:00:00,0,0.7951536666666665,1,0.5582119750000001,1
M19,2026-06-08 02:00:00,0,0.21987198333333333,0,0.0219937,0
M20,2026-06-08 02:00:00,0,0.052793049999999994,0,0.007840375,0
M21,2026-06-08 02:00:00,1,0.6623445500000001,1,0.30678183750000004,0
M22,2026-06-08 02:00:00,0,0.11097489999999999,0,0.0082719625,0
M23,2026-06-08 02:00:00,0,0.7587148333333336,1,0.42186238749999994,0
M24,2026-06-08 02:00:00,0,0.005193133333333333,0,0.0004914625,0
M25,2026-06-08 02:00:00,0,0.7674963500000004,1,0.5404219124999999,1
M01,2026-06-08 03:00:00,0,0.025847866666666663,0,8.9e-06,0
M02,2026-06-08 03:00:00,0,0.48883291666666656,0,0.440579325,0
M03,2026-06-08 03:00:00,0,0.7687859833333334,1,0.4571691749999999,0
M04,2026-06-08 03:00:00,0,0.027441966666666668,0,0.005913375,0
M05,2026-06-08 03:00:00,0,0.33589266666666673,0,0.0627917125,0
M06,2026-06-08 03:00:00,0,0.17851026666666672,0,0.055507825,0
M07,2026-06-08 03:00:00,0,0.03904265,0,0.023381325,0
M08,2026-06-08 03:00:00,0,0.0060041,0,0.001965725,0
M09,2026-06-08 03:00:00,0,0.06209351666666667,0,0.0027269250000000003,0
M10,2026-06-08 03:00:00,0,0.5175048000000001,1,0.12649987500000004,0
M11,2026-06-08 03:00:00,1,0.6683351166666667,1,0.6366983375,1
M12,2026-06-08 03:00:00,0,0.022268533333333337,0,0.0005434750000000001,0
M13,2026-06-08 03:00:00,0,0.3228746833333334,0,0.21387806250000002,0
M14,2026-06-08 03:00:00,0,0.0224912,0,0.0007805749999999999,0
M15,2026-06-08 03:00:00,0,0.09034146666666665,0,0.016047462499999998,0
M16,2026-06-08 03:00:00,0,0.050971,0,0.0075884,0
M17,2026-06-08 03:00:00,1,0.16838854999999997,0,0.059037525,0
M18,2026-06-08 03:00:00,0,0.8260471666666668,1,0.6336385250000001,1
M19,2026-06-08 03:00:00,0,0.44266775,0,0.111909375,0
M20,2026-06-08 03:00:00,0,0.05012486666666667,0,0.009790437499999999,0
M21,2026-06-08 03:00:00,1,0.8552465166666664,1,0.5042452249999998,1
M22,2026-06-08 03:00:00,0,0.11033433333333333,0,0.00484585,0
M23,2026-06-08 03:00:00,0,0.7781926833333334,1,0.43600079999999997,0
M24,2026-06-08 03:00:00,0,0.008130799999999999,0,0.00031099999999999997,0
M25,2026-06-08 03:00:00,0,0.779153166666667,1,0.5226373999999999,1
M01,2026-06-08 04:00:00,0,0.0224993,0,0.0019825875,0
M02,2026-06-08 04:00:00,0,0.8678783999999997,1,0.8388496874999998,1
M03,2026-06-08 04:00:00,0,0.7530529333333333,1,0.41841055000000005,0
M04,2026-06-08 04:00:00,0,0.04804894999999999,0,0.0026230000000000003,0
M05,2026-06-08 04:00:00,0,0.2487460833333333,0,0.05537497499999999,0
M06,2026-06-08 04:00:00,0,0.27417423333333335,0,0.106432225,0
M07,2026-06-08 04:00:00,0,0.027330583333333328,0,0.0017813,0
M08,2026-06-08 04:00:00,0,0.019431066666666667,0,0.003289475,0
M09,2026-06-08 04:00:00,0,0.09221255,0,0.0026503625000000005,0
M10,2026-06-08 04:00:00,0,0.58908615,1,0.14765388749999997,0
M11,2026-06-08 04:00:00,1,0.5938319333333333,1,0.7238693875,1
M12,2026-06-08 04:00:00,0,0.03578064999999999,0,0.0227145125,0
M13,2026-06-08 04:00:00,0,0.31173333333333336,0,0.19450698749999992,0
M14,2026-06-08 04:00:00,0,0.030715433333333333,0,0.0011871625,0
M15,2026-06-08 04:00:00,0,0.3027645666666666,0,0.013036875,0
