id_maquina,timestamp,falha_72h,probabilidade_v1,predicao_v1,probabilidade_v2,predicao_v2
M01,2026-06-01 00:00:00,1,0.19919765000000003,0,0.22616166249999997,0
M02,2026-06-01 00:00:00,0,0.09992911666666665,0,0.0181096625,0
M03,2026-06-01 00:00:00,0,0.09131859999999999,0,0.08476888749999999,0
M04,2026-06-01 00:00:00,1,0.9586745166666668,1,0.8845563375,1
M05,2026-06-01 00:00:00,0,0.02671416666666666,0,0.0062334999999999995,0
M06,2026-06-01 00:00:00,0,0.34027166666666664,0,0.21618943750000003,0
M07,2026-06-01 00:00:00,1,0.9052085999999998,1,0.6289502375,1
M08,2026-06-01 00:00:00,0,0.21134076666666662,0,0.09143153749999997,0
M09,2026-06-01 00:00:00,0,0.006977216666666667,0,0.0008274625000000001,0
M10,2026-06-01 00:00:00,0,0.15422118333333332,0,0.0663815875,0
M11,2026-06-01 00:00:00,0,0.38671205,0,0.24580676249999991,0
M12,2026-06-01 00:00:00,0,0.32157306666666674,0,0.2337342749999999,0
M13,2026-06-01 00:00:00,0,0.026120483333333333,0,0.003137375,0
M14,2026-06-01 00:00:00,0,0.0052575166666666675,0,0.0,0
M15,2026-06-01 00:00:00,0,0.031040500000000002,0,0.006325687500000001,0
M16,2026-06-01 00:00:00,1,0.16679463333333336,0,0.04527827499999999,0
M17,2026-06-01 00:00:00,0,0.10786311666666668,0,0.08595695,0
M18,2026-06-01 00:00:00,0,0.2641824,0,0.14279043749999998,0
M19,2026-06-01 00:00:00,0,0.047638966666666664,0,0.015603724999999999,0
M20,2026-06-01 00:00:00,1,0.5218627666666668,1,0.21836105,0
M21,2026-06-01 00:00:00,0,0.06322966666666666,0,0.07566248749999999,0
M22,2026-06-01 00:00:00,0,0.01896335,0,0.0025050625,0
M23,2026-06-01 00:00:00,0,0.29855325,0,0.05881842500000001,0
M24,2026-06-01 00:00:00,1,0.62568405,1,0.4837605374999999,0
M25,2026-06-01 00:00:00,0,0.1177679,0,0.14811159999999995,0
M01,2026-06-01 01:00:00,1,0.3533583499999999,0,0.2756869375000001,0
M02,2026-06-01 01:00:00,0,0.18948995,0,0.037390849999999996,0
M03,2026-06-01 01:00:00,0,0.08976878333333334,0,0.0945775375,0
M04,2026-06-01 01:00:00,1,0.9250169833333335,1,0.7802746874999998,1
M05,2026-06-01 01:00:00,0,0.05503308333333332,0,0.0081170625,0
M06,2026-06-01 01:00:00,0,0.18438583333333333,0,0.17000065000000003,0
M07,2026-06-01 01:00:00,1,0.9014056666666669,1,0.6703447625,1
M08,2026-06-01 01:00:00,0,0.15030696666666662,0,0.0422510375,0
M09,2026-06-01 01:00:00,0,0.0021071166666666668,0,0.0,0
M10,2026-06-01 01:00:00,0,0.31100599999999995,0,0.078841675,0
M11,2026-06-01 01:00:00,0,0.6022378833333334,1,0.4546408250000001,0
M12,2026-06-01 01:00:00,0,0.7011205500000001,1,0.264390625,0
M13,2026-06-01 01:00:00,0,0.020000349999999997,0,0.00175475,0
M14,2026-06-01 01:00:00,0,0.0052575166666666675,0,0.0,0
M15,2026-06-01 01:00:00,0,0.04490096666666666,0,0.0065915374999999995,0
M16,2026-06-01 01:00:00,1,0.34585668333333336,0,0.05180463750000001,0
M17,2026-06-01 01:00:00,0,0.15375833333333333,0,0.08529338750000001,0
M18,2026-06-01 01:00:00,0,0.2274159333333334,0,0.1334854375,0
M19,2026-06-01 01:00:00,0,0.05166714999999998,0,0.014200887499999999,0
M20,2026-06-01 01:00:00,1,0.5466210833333334,1,0.15881637499999998,0
M21,2026-06-01 01:00:00,0,0.08516638333333335,0,0.01361205,0
M22,2026-06-01 01:00:00,0,0.0225766,0,0.0028391625,0
M23,2026-06-01 01:00:00,0,0.2667083,0,0.017768725,0
M24,2026-06-01 01:00:00,1,0.47409413333333333,0,0.25466167500000003,0
M25,2026-06-01 01:00:00,0,0.10016219999999998,0,0.03403123749999999,0
M01,2026-06-01 02:00:00,1,0.4736483333333331,0,0.29279395,0
M02,2026-06-01 02:00:00,0,0.06732146666666666,0,0.012983025,0
M03,2026-06-01 02:00:00,0,0.15267265,0,0.08441118750000001,0
M04,2026-06-01 02:00:00,1,0.9464968666666669,1,0.8856493874999998,1
M05,2026-06-01 02:00:00,0,0.05754453333333334,0,0.0047563499999999995,0
M06,2026-06-01 02:00:00,0,0.18712138333333334,0,0.14698440000000002,0
M07,2026-06-01 02:00:00,1,0.9395057500000004,1,0.7869888625,1
M08,2026-06-01 02:00:00,0,0.17365609999999998,0,0.039285337499999996,0
M09,2026-06-01 02:00:00,0,0.008195183333333333,0,0.0,0
M10,2026-06-01 02:00:00,0,0.17798528333333333,0,0.0294600125,0
M11,2026-06-01 02:00:00,0,0.6377111833333334,1,0.535560925,1
M12,2026-06-01 02:00:00,0,0.8068690166666665,1,0.4208565999999999,0
M13,2026-06-01 02:00:00,0,0.01610831666666667,0,0.0020845625,0
M14,2026-06-01 02:00:00,0,0.0052575166666666675,0,0.0,0
M15,2026-06-01 02:00:00,0,0.1642462,0,0.007759874999999999,0
M16,2026-06-01 02:00:00,1,0.36537855,0,0.06695881249999999,0
M17,2026-06-01 02:00:00,0,0.12085381666666664,0,0.0902458875,0
M18,2026-06-01 02:00:00,0,0.37991443333333325,0,0.22139083750000005,0
M19,2026-06-01 02:00:00,0,0.043114316666666666,0,0.014200887499999999,0
M20,2026-06-01 02:00:00,1,0.7528322499999998,1,0.5132461875000001,1
M21,2026-06-01 02:00:00,0,0.05464419999999999,0,0.007998162500000001,0
M22,2026-06-01 02:00:00,0,0.002179533333333333,0,5.2812499999999996e-05,0
M23,2026-06-01 02:00:00,0,0.24979191666666667,0,0.0161611875,0
M24,2026-06-01 02:00:00,1,0.7887612333333334,1,0.3975703875000001,0
M25,2026-06-01 02:00:00,0,0.02846008333333333,0,0.004313225,0
M01,2026-06-01 03:00:00,1,0.5529660166666669,1,0.27960441250000007,0
M02,2026-06-01 03:00:00,0,0.07949234999999999,0,0.008017762500000001,0
M03,2026-06-01 03:00:00,0,0.06890195,0,0.0330336,0
M04,2026-06-01 03:00:00,1,0.9441298000000002,1,0.9030781000000001,1
M05,2026-06-01 03:00:00,0,0.15804821666666669,0,0.013860850000000003,0
M06,2026-06-01 03:00:00,0,0.2704912833333334,0,0.15042306249999998,0
M07,2026-06-01 03:00:00,1,0.9338551166666668,1,0.79535565,1
M08,2026-06-01 03:00:00,0,0.23216065,0,0.06748415,0
M09,2026-06-01 03:00:00,0,0.0031504,0,0.0,0
M10,2026-06-01 03:00:00,0,0.32431250000000006,0,0.035452062500000006,0
M11,2026-06-01 03:00:00,0,0.6296717333333335,1,0.301782675,0
M12,2026-06-01 03:00:00,0,0.6587776999999999,1,0.26082182500000006,0
M13,2026-06-01 03:00:00,0,0.020228233333333335,0,0.001832875,0
M14,2026-06-01 03:00:00,0,0.044063366666666666,0,0.01136045,0
M15,2026-06-01 03:00:00,0,0.0366912,0,0.0042304375,0
M16,2026-06-01 03:00:00,1,0.40582481666666675,0,0.1932192375,0
M17,2026-06-01 03:00:00,0,0.13898756666666665,0,0.0767139,0
M18,2026-06-01 03:00:00,0,0.36558099999999993,0,0.19203051249999997,0
M19,2026-06-01 03:00:00,0,0.02691006666666667,0,0.011720712500000001,0
M20,2026-06-01 03:00:00,1,0.7614439666666666,1,0.556506075,1
M21,2026-06-01 03:00:00,0,0.04682026666666666,0,0.013203325000000002,0
M22,2026-06-01 03:00:00,0,0.0423928,0,0.0032423875,0
M23,2026-06-01 03:00:00,0,0.2388806333333333,0,0.018576799999999997,0
M24,2026-06-01 03:00:00,1,0.9215732333333332,1,0.6732893375,1
M25,2026-06-01 03:00:00,0,0.03681831666666666,0,0.0030413875,0
M01,2026-06-01 04:00:00,1,0.5986337000000002,1,0.37585797500000007,0
M02,2026-06-01 04:00:00,0,0.0923445,0,0.009367262500000003,0
M03,2026-06-01 04:00:00,0,0.20939481666666668,0,0.080823175,0
M04,2026-06-01 04:00:00,1,0.9480981,1,0.8886915250000001,1
M05,2026-06-01 04:00:00,0,0.04048419999999999,0,0.0022779999999999996,0
M06,2026-06-01 04:00:00,0,0.3269737500000001,0,0.13831222499999998,0
M07,2026-06-01 04:00:00,1,0.9502402833333335,1,0.8482844000000002,1
M08,2026-06-01 04:00:00,0,0.41835888333333326,0,0.2731083875000001,0
M09,2026-06-01 04:00:00,0,0.00548275,0,0.0,0
M10,2026-06-01 04:00:00,0,0.3373351500000001,0,0.032251775,0
M11,2026-06-01 04:00:00,0,0.6496185666666668,1,0.532042975,1
M12,2026-06-01 04:00:00,0,0.6841671666666669,1,0.2232687,0
M13,2026-06-01 04:00:00,0,0.033203033333333326,0,0.0190424,0
M14,2026-06-01 04:00:00,0,0.0052575166666666675,0,0.0,0
M15,2026-06-01 04:00:00,0,0.03225836666666666,0,0.0008703875,0
M16,2026-06-01 04:00:00,1,0.8096281666666666,1,0.3299964375,0
M17,2026-06-01 04:00:00,0,0.13267761666666666,0,0.08834961250000001,0
M18,2026-06-01 04:00:00,0,0.3639623,0,0.21918568749999992,0
M19,2026-06-01 04:00:00,0,0.0317985,0,0.0227630875,0
M20,2026-06-01 04:00:00,1,0.73814115,1,0.43847285,0
M21,2026-06-01 04:00:00,0,0.029784150000000002,0,0.013055250000000001,0
M22,2026-06-01 04:00:00,0,0.016746416666666666,0,5.2812499999999996e-05,0
M23,2026-06-01 04:00:00,0,0.33734154999999993,0,0.008493312499999999,0
M24,2026-06-01 04:00:00,1,0.9242038499999998,1,0.68258705,1
M25,2026-06-01 04:00:00,0,0.035879216666666665,0,0.0019957749999999995,0
M01,2026-06-01 05:00:00,1,0.6459902333333336,1,0.42256630000000006,0
M02,2026-06-01 05:00:00,0,0.08894888333333331,0,0.01163755,0
M03,2026-06-01 05:00:00,0,0.5940817166666665,1,0.32440953749999996,0
M04,2026-06-01 05:00:00,1,0.9714547500000003,1,0.9530803625000001,1
M05,2026-06-01 05:00:00,0,0.034621450000000005,0,0.0017586750000000001,0
M06,2026-06-01 05:00:00,0,0.36633398333333334,0,0.19822181249999998,0
M07,2026-06-01 05:00:00,1,0.9582943500000003,1,0.8216529625,1
M08,2026-06-01 05:00:00,0,0.24748016666666667,0,0.06356783749999999,0
M09,2026-06-01 05:00:00,0,0.006070383333333333,0,0.0,0
M10,2026-06-01 05:00:00,0,0.38122414999999993,0,0.0223043625,0
M11,2026-06-01 05:00:00,0,0.6908612166666667,1,0.5506914875000002,1
M12,2026-06-01 05:00:00,0,0.6797374500000001,1,0.20939075,0
M13,2026-06-01 05:00:00,0,0.03137538333333333,0,0.005266425,0
M14,2026-06-01 05:00:00,0,0.0031504,0,0.0,0
M15,2026-06-01 05:00:00,0,0.039497366666666665,0,0.0042487625,0
M16,2026-06-01 05:00:00,1,0.8484525,1,0.43413552499999974,0
M17,2026-06-01 05:00:00,0,0.1325701833333333,0,0.052948974999999995,0
M18,2026-06-01 05:00:00,0,0.3756255833333333,0,0.21691537499999997,0
M19,2026-06-01 05:00:00,0,0.026112583333333335,0,0.011837537499999998,0
M20,2026-06-01 05:00:00,1,0.5513765166666668,1,0.159493,0
M21,2026-06-01 05:00:00,0,0.06037774999999999,0,0.013864500000000002,0
M22,2026-06-01 05:00:00,0,0.027095583333333336,0,0.0032423875,0
M23,2026-06-01 05:00:00,0,0.3441405333333333,0,0.0084796625,0
M24,2026-06-01 05:00:00,1,0.9342919999999999,1,0.7431057125000001,1
M25,2026-06-01 05:00:00,0,0.03229115,0,0.001229075,0
M01,2026-06-01 06:00:00,1,0.7206244833333336,1,0.5790960875,1
M02,2026-06-01 06:00:00,0,0.0656672,0,0.0045929874999999995,0
M03,2026-06-01 06:00:00,0,0.33958968333333334,0,0.21237369999999997,0
M04,2026-06-01 06:00:00,1,0.9781506833333335,1,0.9583646,1
M05,2026-06-01 06:00:00,0,0.05340534999999999,0,0.0021646875000000004,0
M06,2026-06-01 06:00:00,0,0.44582268333333336,0,0.22757762499999998,0
M07,2026-06-01 06:00:00,1,0.9536730666666668,1,0.7640412375,1
